CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,30.6,,10.6,10.2,,2941796,CD9,None,3/31/2018 12:00,3.66,0.75,3/31/2018 12:00,4.24,0.84,partly-cloudy-night,51.52770662,-0.129053205,-100,-1,-1,rain,1001.93,Mostly Cloudy,6.73,-1,7.51,312,-10,10.37
,21,,13,-100,,2941797,CT3,None,3/31/2018 12:00,3.67,0.75,3/31/2018 12:00,4.23,0.84,partly-cloudy-night,51.51384718,-0.077765682,-100,-1,-1,rain,1001.89,Mostly Cloudy,6.74,-1,7.39,310,-10,10.44
,-100,,-100,7,,2941798,CT2,None,3/31/2018 12:00,3.96,0.75,3/31/2018 12:00,4.27,0.83,partly-cloudy-night,51.51452534,-0.104515626,-100,-1,-1,rain,1001.91,Mostly Cloudy,6.97,-1,7.46,311,-10,10.37
,-100,,-100,7.7,,2941799,BX9,None,3/31/2018 12:00,3.27,0.75,3/31/2018 12:00,4.24,0.87,partly-cloudy-night,51.46598327,0.184877127,-100,-1,-1,rain,1001.39,Mostly Cloudy,6.31,-1,7.48,305,-10,9.84
,6.6,,5.2,-100,,2941800,BX1,None,3/31/2018 12:00,3.27,0.75,3/31/2018 12:00,4.24,0.87,partly-cloudy-night,51.46598327,0.184877127,-100,-1,-1,rain,1001.39,Mostly Cloudy,6.31,-1,7.48,305,-10,9.84
,47.2,,16.1,10.1,,2941801,TH4,None,3/31/2018 12:00,3.37,0.75,3/31/2018 12:00,4.13,0.84,partly-cloudy-night,51.51504617,-0.008418493,-100,-1,-1,rain,1001.7,Mostly Cloudy,6.56,-1,7.09,307,-10,10.78
,17.2,,7,7,,2941802,ST5,None,3/31/2018 12:00,3.07,0.75,3/31/2018 12:00,4.22,0.87,partly-cloudy-night,51.3892869,-0.141661525,-100,-1,-1,rain,1002.04,Mostly Cloudy,6.14,-1,7.78,311,-10,9.77
,20.4,,10,-100,,2941803,RB7,None,3/31/2018 12:00,3.17,0.75,3/31/2018 12:00,4.13,0.86,partly-cloudy-night,51.56948433,0.082907475,-100,-1,-1,rain,1001.63,Mostly Cloudy,6.31,-1,7.24,308,-10,10.23
,-100,,-100,10.2,,2941804,TD5,None,3/31/2018 12:00,3.16,0.75,3/31/2018 12:00,4.37,0.87,partly-cloudy-night,51.42525604,-0.345608291,-100,-1,-1,rain,1002.2,Mostly Cloudy,6.31,-1,7.85,313,-10,10.25
,42.1,,13.8,13.2,,2941842,CD1,None,3/31/2018 13:00,2.89,1,3/31/2018 13:00,3.66,0.84,cloudy,51.544219,-0.175284,-100,-1,-1,rain,1003.19,Overcast,6.16,-1,7.2,314,-10,10.66
,43.4,,10.9,8.7,,2941843,BL0,None,3/31/2018 13:00,3.25,1,3/31/2018 13:00,3.72,0.83,cloudy,51.522287,-0.125848,-100,-1,-1,rain,1003.14,Overcast,6.45,-1,7.12,313,-10,10.7
,4.8,,6.9,6.2,,2941844,GR4,None,3/31/2018 13:00,2.81,1,3/31/2018 13:00,3.71,0.84,cloudy,51.45258,0.070766,-100,-1,-1,rain,1002.81,Overcast,6.18,-1,7.05,307,-10,11.22
,-100,,11.5,8.2,,2941845,MY7,None,3/31/2018 13:00,3.11,1,3/31/2018 13:00,3.69,0.83,cloudy,51.52254,-0.15459,-100,-1,-1,rain,1003.17,Overcast,6.33,-1,7.17,314,-10,10.65
,14.7,,6.6,6.5,,2941846,HV1,None,3/31/2018 13:00,2.73,1,3/31/2018 13:00,3.78,0.86,cloudy,51.52078746,0.205460706,-100,-1,-1,rain,1002.56,Overcast,6.02,-1,7.23,306,-10,10.62
,25.3,,7.6,7.1,,2941847,GN3,None,3/31/2018 13:00,2.92,1,3/31/2018 13:00,3.75,0.83,cloudy,51.486957,0.095111,-100,-1,-1,rain,1002.77,Overcast,6.34,-1,6.89,305,-10,11.67
,20.5,,10.2,5.4,,2941848,GR9,None,3/31/2018 13:00,2.85,1,3/31/2018 13:00,3.7,0.84,cloudy,51.456357,0.040725,-100,-1,-1,rain,1002.84,Overcast,6.23,-1,7.03,307,-10,11.32
,31.1,,17.1,19.7,,2941849,LW2,None,3/31/2018 13:00,2.92,1,3/31/2018 13:00,3.68,0.84,cloudy,51.474954,-0.039641,-100,-1,-1,rain,1003.07,Overcast,6.24,-1,6.98,310,-10,11
,30.3,,11,9.3,,2941850,GN0,None,3/31/2018 13:00,3.07,1,3/31/2018 13:00,3.77,0.82,cloudy,51.490532,0.074003,-100,-1,-1,rain,1002.8,Overcast,6.54,-1,6.71,304,-10,12.23
,-100,,10.4,9.1,,2941851,KF1,None,3/31/2018 13:00,2.82,1,3/31/2018 13:00,3.64,0.84,cloudy,51.52104675,-0.21349214,-100,-1,-1,rain,1003.26,Overcast,6.12,-1,7.41,316,-10,10.77
,26.3,,13.6,13.6,,2941852,CD9,None,3/31/2018 13:00,3.16,1,3/31/2018 13:00,3.7,0.83,cloudy,51.52770662,-0.129053205,-100,-1,-1,rain,1003.15,Overcast,6.38,-1,7.13,313,-10,10.69
,18.4,,16.6,-100,,2941853,CT3,None,3/31/2018 13:00,3.16,1,3/31/2018 13:00,3.71,0.83,cloudy,51.51384718,-0.077765682,-100,-1,-1,rain,1003.1,Overcast,6.41,-1,7.04,311,-10,10.86
,-100,,-100,11,,2941854,CT2,None,3/31/2018 13:00,3.39,1,3/31/2018 13:00,3.73,0.82,cloudy,51.51452534,-0.104515626,-100,-1,-1,rain,1003.13,Overcast,6.57,-1,7.09,312,-10,10.75
,-100,,-100,7.2,,2941855,BX9,None,3/31/2018 13:00,2.74,1,3/31/2018 13:00,3.78,0.85,cloudy,51.46598327,0.184877127,-100,-1,-1,rain,1002.56,Overcast,6.04,-1,7.2,305,-10,10.68
,5.8,,6.5,-100,,2941856,BX1,None,3/31/2018 13:00,2.74,1,3/31/2018 13:00,3.78,0.85,cloudy,51.46598327,0.184877127,-100,-1,-1,rain,1002.56,Overcast,6.04,-1,7.2,305,-10,10.68
,40.1,,18.8,8.4,,2941857,TH4,None,3/31/2018 13:00,2.93,1,3/31/2018 13:00,3.72,0.83,cloudy,51.51504617,-0.008418493,-100,-1,-1,rain,1002.89,Overcast,6.32,-1,6.84,307,-10,11.44
,13.4,,12,9,,2941858,ST5,None,3/31/2018 13:00,2.64,1,3/31/2018 13:00,3.61,0.85,cloudy,51.3892869,-0.141661525,-100,-1,-1,rain,1003.24,Overcast,5.91,-1,7.34,313,-10,10.43
,18.3,,5.8,-100,,2941859,RB7,None,3/31/2018 13:00,2.69,1,3/31/2018 13:00,3.71,0.85,cloudy,51.56948433,0.082907475,-100,-1,-1,rain,1002.81,Overcast,6.04,-1,6.96,308,-10,10.92
,-100,,-100,11.6,,2941860,TD5,None,3/31/2018 13:00,2.9,1,3/31/2018 13:00,3.69,0.84,cloudy,51.42525604,-0.345608291,-100,-1,-1,rain,1003.44,Overcast,6.11,-1,7.38,316,-10,10.35
,32.4,,12.4,12.1,,2941898,CD1,None,3/31/2018 14:00,2.12,-1,3/31/2018 14:00,3.44,0.86,clear-night,51.544219,-0.175284,-100,-1,-1,rain,1004.13,Clear,5.64,-1,7.31,313,-10,11.26
,38.8,,12.6,7.6,,2941899,BL0,None,3/31/2018 14:00,2.47,-1,3/31/2018 14:00,3.4,0.84,clear-night,51.522287,-0.125848,-100,-1,-1,rain,1004.09,Clear,5.94,-1,7.27,311,-10,11.41
,2.2,,7.3,14.3,,2941900,GR4,None,3/31/2018 14:00,1.93,-1,3/31/2018 14:00,3.44,0.86,clear-night,51.45258,0.070766,-100,-1,-1,rain,1003.75,Clear,5.65,-1,7.28,306,-10,12.25
,-100,,13.6,12.1,,2941901,MY7,None,3/31/2018 14:00,2.34,-1,3/31/2018 14:00,3.42,0.85,clear-night,51.52254,-0.15459,-100,-1,-1,rain,1004.12,Clear,5.82,-1,7.32,312,-10,11.3
,11.9,,8.6,7.8,,2941902,HV1,None,3/31/2018 14:00,1.96,-1,3/31/2018 14:00,3.69,0.88,clear-night,51.52078746,0.205460706,-100,-1,-1,rain,1003.48,Clear,5.51,-1,7.36,306,-10,11.26
,24.3,,14.3,12,,2941903,GN3,None,3/31/2018 14:00,1.89,-1,3/31/2018 14:00,3.36,0.85,clear-night,51.486957,0.095111,-100,-1,-1,rain,1003.7,Clear,5.71,-1,7.01,305,-10,12.9
,17.6,,11.8,8.1,,2941904,GR9,None,3/31/2018 14:00,1.94,-1,3/31/2018 14:00,3.41,0.85,clear-night,51.456357,0.040725,-100,-1,-1,rain,1003.78,Clear,5.68,-1,7.25,306,-10,12.42
,25,,18.2,17.6,,2941905,LW2,None,3/31/2018 14:00,2.08,-1,3/31/2018 14:00,3.38,0.85,clear-night,51.474954,-0.039641,-100,-1,-1,rain,1004.02,Clear,5.71,-1,7.16,308,-10,11.94
,21.1,,15.5,14.8,,2941906,GN0,None,3/31/2018 14:00,1.88,-1,3/31/2018 14:00,3.21,0.83,clear-night,51.490532,0.074003,-100,-1,-1,rain,1003.73,Clear,5.81,-1,6.78,303,-10,13.72
,-100,,11.1,9.9,,2941907,KF1,None,3/31/2018 14:00,2.11,-1,3/31/2018 14:00,3.45,0.86,clear-night,51.52104675,-0.21349214,-100,-1,-1,rain,1004.22,Clear,5.61,-1,7.58,314,-10,11.1
,24.9,,14.1,14.3,,2941908,CD9,None,3/31/2018 14:00,2.37,-1,3/31/2018 14:00,3.41,0.84,clear-night,51.52770662,-0.129053205,-100,-1,-1,rain,1004.09,Clear,5.87,-1,7.26,312,-10,11.4
,16.4,,18.6,-100,,2941909,CT3,None,3/31/2018 14:00,2.34,-1,3/31/2018 14:00,3.39,0.84,clear-night,51.51384718,-0.077765682,-100,-1,-1,rain,1004.05,Clear,5.88,-1,7.17,310,-10,11.7
,-100,,-100,14,,2941910,CT2,None,3/31/2018 14:00,2.59,-1,3/31/2018 14:00,3.38,0.83,clear-night,51.51452534,-0.104515626,-100,-1,-1,rain,1004.07,Clear,6.06,-1,7.24,311,-10,11.52
,-100,,-100,11,,2941911,BX9,None,3/31/2018 14:00,2.01,-1,3/31/2018 14:00,3.69,0.88,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1003.48,Clear,5.55,-1,7.42,305,-10,11.27
,3.5,,9.2,-100,,2941912,BX1,None,3/31/2018 14:00,2.01,-1,3/31/2018 14:00,3.69,0.88,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1003.48,Clear,5.55,-1,7.42,305,-10,11.27
,32.8,,21.4,13.9,,2941913,TH4,None,3/31/2018 14:00,1.92,-1,3/31/2018 14:00,3.35,0.85,clear-night,51.51504617,-0.008418493,-100,-1,-1,rain,1003.83,Clear,5.69,-1,6.91,307,-10,12.62
,10.2,,14,9,,2941914,ST5,None,3/31/2018 14:00,1.99,-1,3/31/2018 14:00,3.49,0.87,clear-night,51.3892869,-0.141661525,-100,-1,-1,rain,1004.21,Clear,5.48,-1,7.81,312,-10,10.89
,14.4,,10.4,-100,,2941915,RB7,None,3/31/2018 14:00,1.78,-1,3/31/2018 14:00,3.48,0.87,clear-night,51.56948433,0.082907475,-100,-1,-1,rain,1003.74,Clear,5.47,-1,6.97,308,-10,11.88
,-100,,-100,10.3,,2941916,TD5,None,3/31/2018 14:00,2.23,-1,3/31/2018 14:00,3.56,0.87,clear-night,51.42525604,-0.345608291,-100,-1,-1,rain,1004.41,Clear,5.59,-1,7.75,313,-10,10.46
,25.9,,13.5,12.3,,2941954,CD1,None,3/31/2018 15:00,1.78,-1,3/31/2018 15:00,3.29,0.86,clear-night,51.544219,-0.175284,-100,-1,-1,rain,1004.94,Clear,5.39,-1,6.86,311,-10,11.4
,35.8,,13.1,10.2,,2941955,BL0,None,3/31/2018 15:00,2,-1,3/31/2018 15:00,3.29,0.85,clear-night,51.522287,-0.125848,-100,-1,-1,rain,1004.9,Clear,5.61,-1,6.72,309,-10,11.69
,1.4,,17.2,8.7,,2941956,GR4,None,3/31/2018 15:00,1.56,-1,3/31/2018 15:00,3.29,0.86,clear-night,51.45258,0.070766,-100,-1,-1,rain,1004.52,Clear,5.48,-1,6.27,304,-10,13.12
,-100,,12.6,7.8,,2941957,MY7,None,3/31/2018 15:00,1.93,-1,3/31/2018 15:00,3.29,0.85,clear-night,51.52254,-0.15459,-100,-1,-1,rain,1004.92,Clear,5.53,-1,6.83,310,-10,11.5
,9.2,,8.3,8.1,,2941958,HV1,None,3/31/2018 15:00,1.55,-1,3/31/2018 15:00,3.49,0.88,clear-night,51.52078746,0.205460706,-100,-1,-1,rain,1004.25,Clear,5.32,-1,6.41,303,-10,12.12
,21.6,,16.4,12.2,,2941959,GN3,None,3/31/2018 15:00,1.51,-1,3/31/2018 15:00,3.22,0.85,clear-night,51.486957,0.095111,-100,-1,-1,rain,1004.47,Clear,5.57,-1,5.81,303,-10,14
,16,,12.1,8.2,,2941960,GR9,None,3/31/2018 15:00,1.57,-1,3/31/2018 15:00,3.27,0.85,clear-night,51.456357,0.040725,-100,-1,-1,rain,1004.56,Clear,5.51,-1,6.22,305,-10,13.29
,22.6,,15.7,16.8,,2941961,LW2,None,3/31/2018 15:00,1.68,-1,3/31/2018 15:00,3.26,0.86,clear-night,51.474954,-0.039641,-100,-1,-1,rain,1004.82,Clear,5.49,-1,6.39,307,-10,12.56
,16.6,,11.3,13.7,,2941962,GN0,None,3/31/2018 15:00,1.51,-1,3/31/2018 15:00,3.11,0.83,wind,51.490532,0.074003,-100,-1,-1,rain,1004.5,Breezy,5.69,-1,5.42,302,-10,15.04
,-100,,9.6,8.7,,2941963,KF1,None,3/31/2018 15:00,1.79,-1,3/31/2018 15:00,3.27,0.86,clear-night,51.52104675,-0.21349214,-100,-1,-1,rain,1005.03,Clear,5.39,-1,7.19,312,-10,11.32
,24,,8.8,7.1,,2941964,CD9,None,3/31/2018 15:00,1.93,-1,3/31/2018 15:00,3.29,0.85,clear-night,51.52770662,-0.129053205,-100,-1,-1,rain,1004.9,Clear,5.56,-1,6.72,310,-10,11.67
,18.2,,18.4,-100,,2941965,CT3,None,3/31/2018 15:00,1.87,-1,3/31/2018 15:00,3.28,0.85,clear-night,51.51384718,-0.077765682,-100,-1,-1,rain,1004.85,Clear,5.58,-1,6.5,308,-10,12.16
,-100,,-100,11,,2941966,CT2,None,3/31/2018 15:00,2.07,-1,3/31/2018 15:00,3.28,0.84,clear-night,51.51452534,-0.104515626,-100,-1,-1,rain,1004.88,Clear,5.69,-1,6.64,309,-10,11.87
,-100,,-100,12.6,,2941967,BX9,None,3/31/2018 15:00,1.59,-1,3/31/2018 15:00,3.48,0.88,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1004.25,Clear,5.37,-1,6.51,302,-10,12.21
,-0.2,,11.2,-100,,2941968,BX1,None,3/31/2018 15:00,1.59,-1,3/31/2018 15:00,3.48,0.88,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1004.25,Clear,5.37,-1,6.51,302,-10,12.21
,32,,17.4,12,,2941969,TH4,None,3/31/2018 15:00,1.54,-1,3/31/2018 15:00,3.24,0.85,clear-night,51.51504617,-0.008418493,-100,-1,-1,rain,1004.61,Clear,5.51,-1,5.93,305,-10,13.42
,9.4,,10,9,,2941970,ST5,None,3/31/2018 15:00,1.73,-1,3/31/2018 15:00,3.28,0.87,clear-night,51.3892869,-0.141661525,-100,-1,-1,rain,1005.03,Clear,5.28,-1,7.66,311,-10,11.03
,11.3,,10.6,-100,,2941971,RB7,None,3/31/2018 15:00,1.43,-1,3/31/2018 15:00,3.34,0.87,clear-night,51.56948433,0.082907475,-100,-1,-1,rain,1004.51,Clear,5.28,-1,6.09,305,-10,12.48
,-100,,-100,8.8,,2941972,TD5,None,3/31/2018 15:00,2.01,-1,3/31/2018 15:00,3.18,0.85,clear-night,51.42525604,-0.345608291,-100,-1,-1,rain,1005.24,Clear,5.42,-1,7.72,313,-10,10.51
,23.5,,13.7,11.2,,2941974,CD1,None,3/31/2018 16:00,0.84,-1,3/31/2018 16:00,3.06,0.89,clear-night,51.544219,-0.175284,-100,-1,-1,rain,1005.79,Clear,4.78,-1,6.55,311,-10,12.28
,32.3,,13.2,7.7,,2941975,BL0,None,3/31/2018 16:00,1.11,-1,3/31/2018 16:00,3.17,0.88,clear-night,51.522287,-0.125848,-100,-1,-1,rain,1005.74,Clear,5.01,-1,6.29,310,-10,12.37
,0.9,,12.5,12.8,,2941976,GR4,None,3/31/2018 16:00,0.69,-1,3/31/2018 16:00,3.17,0.89,clear-night,51.45258,0.070766,-100,-1,-1,rain,1005.31,Clear,4.79,-1,5.1,304,-10,13.1
,-100,,11.6,8.3,,2941977,MY7,None,3/31/2018 16:00,1.01,-1,3/31/2018 16:00,3.12,0.88,clear-night,51.52254,-0.15459,-100,-1,-1,rain,1005.77,Clear,4.92,-1,6.44,310,-10,12.28
,7.7,,6.6,5.2,,2941978,HV1,None,3/31/2018 16:00,0.68,-1,3/31/2018 16:00,3.38,0.91,clear-night,51.52078746,0.205460706,-100,-1,-1,rain,1005.02,Clear,4.76,-1,5.4,302,-10,12.9
,15.5,,14.2,10.8,,2941979,GN3,None,3/31/2018 16:00,0.64,-1,3/31/2018 16:00,3.13,0.89,clear-night,51.486957,0.095111,-100,-1,-1,rain,1005.26,Clear,4.82,-1,4.64,303,-10,13.54
,13.3,,12.5,10.1,,2941980,GR9,None,3/31/2018 16:00,0.71,-1,3/31/2018 16:00,3.14,0.89,clear-night,51.456357,0.040725,-100,-1,-1,rain,1005.36,Clear,4.81,-1,5.05,305,-10,13.13
,21.4,,14.1,12.1,,2941981,LW2,None,3/31/2018 16:00,0.81,-1,3/31/2018 16:00,3.09,0.89,clear-night,51.474954,-0.039641,-100,-1,-1,rain,1005.65,Clear,4.82,-1,5.68,307,-10,12.7
,13.8,,13.1,14.1,,2941982,GN0,None,3/31/2018 16:00,0.63,-1,3/31/2018 16:00,3.06,0.88,clear-night,51.490532,0.074003,-100,-1,-1,rain,1005.3,Clear,4.87,-1,4.21,302,-10,13.92
,-100,,10.2,8.9,,2941983,KF1,None,3/31/2018 16:00,0.87,-1,3/31/2018 16:00,3.03,0.89,clear-night,51.52104675,-0.21349214,-100,-1,-1,rain,1005.88,Clear,4.76,-1,6.85,312,-10,11.97
,19.3,,9.8,8.6,,2941984,CD9,None,3/31/2018 16:00,1.03,-1,3/31/2018 16:00,3.14,0.88,clear-night,51.52770662,-0.129053205,-100,-1,-1,rain,1005.75,Clear,4.95,-1,6.31,310,-10,12.36
,17.7,,19.2,-100,,2941985,CT3,None,3/31/2018 16:00,1.01,-1,3/31/2018 16:00,3.15,0.88,clear-night,51.51384718,-0.077765682,-100,-1,-1,rain,1005.69,Clear,4.96,-1,5.96,308,-10,12.57
,-100,,-100,10,,2941986,CT2,None,3/31/2018 16:00,1.21,-1,3/31/2018 16:00,3.21,0.88,clear-night,51.51452534,-0.104515626,-100,-1,-1,rain,1005.72,Clear,5.1,-1,6.15,309,-10,12.44
,-100,,-100,12.6,,2941987,BX9,None,3/31/2018 16:00,0.72,-1,3/31/2018 16:00,3.39,0.91,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1005.02,Clear,4.78,-1,5.42,302,-10,12.9
,-0.3,,12.6,-100,,2941988,BX1,None,3/31/2018 16:00,0.72,-1,3/31/2018 16:00,3.39,0.91,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1005.02,Clear,4.78,-1,5.42,302,-10,12.9
,28.7,,22.6,13.6,,2941989,TH4,None,3/31/2018 16:00,0.72,-1,3/31/2018 16:00,3.09,0.89,clear-night,51.51504617,-0.008418493,-100,-1,-1,rain,1005.42,Clear,4.81,-1,4.96,305,-10,13.05
,7.4,,11,9,,2941990,ST5,None,3/31/2018 16:00,0.82,-1,3/31/2018 16:00,2.98,0.89,clear-night,51.3892869,-0.141661525,-100,-1,-1,rain,1005.87,Clear,4.63,-1,6.71,311,-10,11.43
,9.6,,8.4,-100,,2941991,RB7,None,3/31/2018 16:00,0.58,-1,3/31/2018 16:00,3.14,0.9,clear-night,51.56948433,0.082907475,-100,-1,-1,rain,1005.31,Clear,4.66,-1,5.29,305,-10,12.76
,-100,,-100,8.6,,2941992,TD5,None,3/31/2018 16:00,0.98,-1,3/31/2018 16:00,2.9,0.88,clear-night,51.42525604,-0.345608291,-100,-1,-1,rain,1006.09,Clear,4.75,-1,7.28,313,-10,11.39
,17,,11.2,10.2,,2942030,CD1,None,3/31/2018 17:00,0.76,-1,3/31/2018 17:00,2.65,0.87,clear-night,51.544219,-0.175284,-100,-1,-1,rain,1006.68,Clear,4.66,-1,6.95,315,-10,11.9
,29.5,,11.4,9.1,,2942031,BL0,None,3/31/2018 17:00,1.05,-1,3/31/2018 17:00,2.71,0.86,clear-night,51.522287,-0.125848,-100,-1,-1,rain,1006.64,Clear,4.93,-1,6.77,313,-10,12.12
,2.8,,14.4,-100,,2942032,GR4,None,3/31/2018 17:00,0.5,-1,3/31/2018 17:00,2.91,0.88,clear-night,51.45258,0.070766,-100,-1,-1,rain,1006.24,Clear,4.69,-1,6.08,308,-10,13.47
,-100,,11.2,10.3,,2942033,MY7,None,3/31/2018 17:00,0.94,-1,3/31/2018 17:00,2.68,0.86,clear-night,51.52254,-0.15459,-100,-1,-1,rain,1006.67,Clear,4.82,-1,6.86,314,-10,11.97
,7.2,,6.7,6.8,,2942034,HV1,None,3/31/2018 17:00,0.5,-1,3/31/2018 17:00,3.11,0.9,clear-night,51.52078746,0.205460706,-100,-1,-1,rain,1005.96,Clear,4.67,-1,5.97,308,-10,13.3
,14.1,,12.7,9.9,,2942035,GN3,None,3/31/2018 17:00,0.47,-1,3/31/2018 17:00,2.92,0.88,clear-night,51.486957,0.095111,-100,-1,-1,rain,1006.19,Clear,4.74,-1,6.11,306,-10,13.96
,13.1,,11.3,7.8,,2942036,GR9,None,3/31/2018 17:00,0.52,-1,3/31/2018 17:00,2.88,0.88,clear-night,51.456357,0.040725,-100,-1,-1,rain,1006.28,Clear,4.71,-1,6.11,308,-10,13.5
,19.5,,13.6,8,,2942037,LW2,None,3/31/2018 17:00,0.68,-1,3/31/2018 17:00,2.76,0.87,clear-night,51.474954,-0.039641,-100,-1,-1,rain,1006.57,Clear,4.73,-1,6.49,310,-10,12.72
,12,,13,14.1,,2942038,GN0,None,3/31/2018 17:00,0.47,-1,3/31/2018 17:00,2.89,0.87,clear-night,51.490532,0.074003,-100,-1,-1,rain,1006.22,Clear,4.81,-1,6.15,304,-10,14.45
,-100,,10.2,9.1,,2942039,KF1,None,3/31/2018 17:00,0.76,-1,3/31/2018 17:00,2.56,0.87,clear-night,51.52104675,-0.21349214,-100,-1,-1,rain,1006.76,Clear,4.61,-1,7.25,317,-10,11.56
,19.1,,8.3,7.4,,2942040,CD9,None,3/31/2018 17:00,0.97,-1,3/31/2018 17:00,2.7,0.86,clear-night,51.52770662,-0.129053205,-100,-1,-1,rain,1006.64,Clear,4.86,-1,6.79,313,-10,12.1
,13.6,,9.2,-100,,2942041,CT3,None,3/31/2018 17:00,0.92,-1,3/31/2018 17:00,2.73,0.86,clear-night,51.51384718,-0.077765682,-100,-1,-1,rain,1006.6,Clear,4.88,-1,6.63,311,-10,12.45
,-100,,-100,24,,2942042,CT2,None,3/31/2018 17:00,1.15,-1,3/31/2018 17:00,2.72,0.85,clear-night,51.51452534,-0.104515626,-100,-1,-1,rain,1006.62,Clear,5.03,-1,6.7,312,-10,12.25
,-100,,-100,11.4,,2942043,BX9,None,3/31/2018 17:00,0.53,-1,3/31/2018 17:00,3.13,0.9,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1005.97,Clear,4.69,-1,6,307,-10,13.32
,-3.1,,9.7,-100,,2942044,BX1,None,3/31/2018 17:00,0.53,-1,3/31/2018 17:00,3.13,0.9,clear-night,51.46598327,0.184877127,-100,-1,-1,rain,1005.97,Clear,4.69,-1,6,307,-10,13.32
,22.1,,17.5,10.2,,2942045,TH4,None,3/31/2018 17:00,0.56,-1,3/31/2018 17:00,2.84,0.88,clear-night,51.51504617,-0.008418493,-100,-1,-1,rain,1006.34,Clear,4.73,-1,6.21,308,-10,13.41
,6,,10,12,,2942046,ST5,None,3/31/2018 17:00,0.61,-1,3/31/2018 17:00,2.65,0.88,clear-night,51.3892869,-0.141661525,-100,-1,-1,rain,1006.79,Clear,4.47,-1,6.54,313,-10,11.5
,9.2,,11,-100,,2942047,RB7,None,3/31/2018 17:00,0.43,-1,3/31/2018 17:00,2.89,0.89,clear-night,51.56948433,0.082907475,-100,-1,-1,rain,1006.23,Clear,4.58,-1,6.11,310,-10,13.05
,-100,,-100,8.4,,2942048,TD5,None,3/31/2018 17:00,0.92,-1,3/31/2018 17:00,2.46,0.86,clear-night,51.42525604,-0.345608291,-100,-1,-1,rain,1006.94,Clear,4.58,-1,7.51,317,-10,10.73
,15.3,,10.9,11,,2942086,CD1,None,3/31/2018 18:00,0.79,-1,3/31/2018 18:00,2.27,0.86,clear-night,51.544219,-0.175284,-100,-1,-1,rain,1007.44,Clear,4.43,-1,7.43,316,-10,10.44
,28.1,,12.7,9.9,,2942087,BL0,None,3/31/2018 18:00,0.99,-1,3/31/2018 18:00,2.27,0.85,clear-night,51.522287,-0.125848,-100,-1,-1,rain,1007.41,Clear,4.61,-1,7.32,314,-10,10.55
,-1,,9.7,10.8,,2942088,GR4,None,3/31/2018 18:00,0.75,-1,3/31/2018 18:00,2.47,0.86,clear-night,51.45258,0.070766,-100,-1,-1,rain,1007.04,Clear,4.58,-1,6.76,308,-10,11.46
,-100,,12.9,8.7,,2942089,MY7,None,3/31/2018 18:00,0.92,-1,3/31/2018 18:00,2.27,0.85,clear-night,51.52254,-0.15459,-100,-1,-1,rain,1007.43,Clear,4.54,-1,7.4,315,-10,10.46
,7.7,,11.7,12,,2942090,HV1,None,3/31/2018 18:00,0.77,-1,3/31/2018 18:00,2.73,0.88,clear-night,51.52078746,0.205460706,-100,-1,-1,rain,1006.77,Clear,4.56,-1,6.44,309,-10,11.29
,12.7,,11.4,10.7,,2942091,GN3,None,3/31/2018 18:00,0.78,-1,3/31/2018 18:00,2.46,0.86,clear-night,51.486957,0.095111,-100,-1,-1,rain,1006.99,Clear,4.65,-1,6.55,307,-10,11.75
,11.1,,11.3,9,,2942092,GR9,None,3/31/2018 18:00,0.76,-1,3/31/2018 18:00,2.44,0.86,clear-night,51.456357,0.040725,-100,-1,-1,rain,1007.07,Clear,4.59,-1,6.78,308,-10,11.48
,18.4,,12.6,5.7,,2942093,LW2,None,3/31/2018 18:00,0.82,-1,3/31/2018 18:00,2.32,0.86,clear-night,51.474954,-0.039641,-100,-1,-1,rain,1007.34,Clear,4.53,-1,7.15,311,-10,10.88
,11.9,,15.5,10.1,,2942094,GN0,None,3/31/2018 18:00,0.82,-1,3/31/2018 18:00,2.38,0.85,clear-night,51.490532,0.074003,-100,-1,-1,rain,1007.02,Clear,4.73,-1,6.47,305,-10,12.05
,-100,,10.4,8.9,,2942095,KF1,None,3/31/2018 18:00,0.77,-1,3/31/2018 18:00,2.18,0.86,clear-night,51.52104675,-0.21349214,-100,-1,-1,rain,1007.52,Clear,4.38,-1,7.77,318,-10,10.24
,15.4,,9.3,8.3,,2942096,CD9,None,3/31/2018 18:00,0.94,-1,3/31/2018 18:00,2.27,0.85,clear-night,51.52770662,-0.129053205,-100,-1,-1,rain,1007.41,Clear,4.57,-1,7.32,314,-10,10.54
